Plant name,chem_final,n_samples,pct_mean,pct_std
Boswellia serrata,(+)-3-Carene,5,5.97,3.4787928940941573
Boswellia serrata,(-)-beta-Pinene,1,0.21,
Boswellia serrata,10-epi-gamma-Eudesmol,4,1.60000005,2.520581901069672
Boswellia serrata,"3,7-Dimethyloctan-3-ol",4,8.55,1.552417469626003
Boswellia serrata,"4-Terpineol, (+/-)-",5,0.17000002,0.17175561562872407
Boswellia serrata,Alpha-Terpineol,5,2.77,2.0004999375156203
Boswellia serrata,Anethole,4,0.10000005,0.14142130909686135
Boswellia serrata,Benzyl tiglate,4,3.275,1.666083231214255
Boswellia serrata,Beta-Phellandrene,5,0.30600002,0.5056480838488385
Boswellia serrata,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",5,37.432,16.41658064275262
Boswellia serrata,Cadinane,4,0.325000025,0.2499999566666679
Boswellia serrata,Camphene,5,0.08800002,0.07563065251604009
Boswellia serrata,Camphor,1,0.04,
Boswellia serrata,Elemicin,1,0.37,
Boswellia serrata,Elemol,4,0.25,0.23804761428476165
Boswellia serrata,Estragole,5,0.68800002,1.156598446134181
Boswellia serrata,Fenchone,1,1e-07,
Boswellia serrata,Geraniol,4,1.325000025,1.0111873771298123
Boswellia serrata,Humulene epoxide,4,0.10000007500000001,0.19999995
Boswellia serrata,Isoeugenyl methyl ether,4,2.25,0.9848857801796105
Boswellia serrata,"Limonene, (-)-",5,3.9299999999999997,3.3304654329387655
Boswellia serrata,"Linalool, (+/-)-",5,0.13800002,0.08786349128051993
Boswellia serrata,Linalyl acetate,4,0.025000075,0.04999995
Boswellia serrata,Menthone,6,0.050000083333333334,0.12247444631432985
Boswellia serrata,Methyleugenol,1,0.33,
Boswellia serrata,Sabinene,5,1.574,1.9670739691226664
Boswellia serrata,Terpinolene,4,0.180000025,0.2315167121397557
Boswellia serrata,Terpinyl isobutyrate,4,1.25000005,1.8411952186917433
Boswellia serrata,Thujone,1,1.76,
Boswellia serrata,Tricyclene,5,0.08400004,0.1275930703447605
Boswellia serrata,Undecenol,4,0.45,0.1914854215512676
Boswellia serrata,Zingiberene,1,1.01,
Boswellia serrata,alpha-PHELLANDRENE,1,2.22,
Boswellia serrata,alpha-PINENE,5,3.78600006,5.3273801659070665
Boswellia serrata,alpha-Terpinene,5,1.002,1.0158838516287185
Boswellia serrata,beta-Bourbonene,5,0.33800004,0.6459256661567203
Boswellia serrata,"beta-CITRONELLOL, (+/-)-",5,0.20200002,0.25302171823778685
Boswellia serrata,"beta-Ocimene, (3Z)-",4,0.200000075,0.39999995000000005
Boswellia serrata,beta-Thujone,1,1.4,
Boswellia serrata,epi-Cubenol,4,5.5249999999999995,2.494493936653284
Boswellia serrata,eudesmol,4,1.65,1.173314393786536
Boswellia serrata,gamma-Terpinene,5,0.31,0.22472205054244232
Boswellia serrata,p-CYMENE,5,2.696,1.0266839825379572
Boswellia serrata,trans-Nerolidol,4,0.82500005,1.0210288389658753
Cananga odorata,(-)-alpha-Copaene,1,2.9,
Cananga odorata,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane",1,1.9,
Cananga odorata,"1,4-bis (ethynyl) butane",1,0.9,
Cananga odorata,"2-Ethyl-3-methylthiirane 1,1-dioxide",1,1.6,
Cananga odorata,Alpha-Farnesene,1,10.3,
Cananga odorata,Benzyl Benzoate,1,2.3,
Cananga odorata,Beta-Elemene,1,3.1,
Cananga odorata,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",1,0.6,
Cananga odorata,Camphene,1,0.9,
Cananga odorata,Caryophyllene,1,19.7,
Cananga odorata,Farnesylacetone,1,5.1,
Cananga odorata,Geraniol,1,1.3,
Cananga odorata,"Limonene, (-)-",1,1.3,
Cananga odorata,Phenylmethyl ester,1,5.6,
Cananga odorata,Sabinene,1,0.8,
Cananga odorata,T-Muurolol,1,4.2,
Cananga odorata,alpha-Cadinol,1,3.0,
Cananga odorata,alpha-Cubebene,1,1.9,
Cananga odorata,alpha-Muurolene,1,0.4,
Cananga odorata,alpha-Myrcene,1,1.3,
Cananga odorata,beta-CARYOPHYLLENE OXIDE,1,1.1,
Cananga odorata,"beta-OCIMENE, (3E)-",1,13.2,
Cananga odorata,epi-Cubenol,1,1.9,
Cananga odorata,"trans,trans-Farnesol",2,2.9000000000000004,1.1313708498984762
Cinnamomum verum,(+)-3-Carene,15,0.11933334666666667,0.08899971332217768
Cinnamomum verum,(+)-delta-Cadinene,1,0.06,
Cinnamomum verum,(-)-beta-Pinene,13,0.16615384615384615,0.10380578512607583
Cinnamomum verum,(Z)-Cinnamyl acetate,3,0.8766666666666666,1.4837901918173382
Cinnamomum verum,(Z)-Methyl cinnamate,1,0.18,
Cinnamomum verum,"(Z,E)-alpha-Farnesene",2,0.01000005,0.014142064913052832
Cinnamomum verum,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",15,0.11800000000000001,0.1071180923760581
Cinnamomum verum,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, (2R,5R)-rel-",3,0.04666666666666667,0.046188021535170064
Cinnamomum verum,2-Heptanone,1,0.02,
Cinnamomum verum,2-Hexanol,1,0.01,
Cinnamomum verum,2-Phenylethyl propionate,2,0.01000005,0.014142064913052832
Cinnamomum verum,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",3,0.02666666666666667,0.011547005383792516
Cinnamomum verum,"4-Terpineol, (+/-)-",15,0.17800000666666668,0.2788547963674707
Cinnamomum verum,6-Camphenol,12,0.04583339166666667,0.058224957551043635
Cinnamomum verum,Alpha-Terpineol,2,0.12000000000000001,0.02828427124746191
Cinnamomum verum,Anethole,12,0.051666725000000004,0.07158376805175527
Cinnamomum verum,Aromadendrene,12,0.060000058333333335,0.08257223614400201
Cinnamomum verum,Benzyl Benzoate,14,2.677857142857143,1.9971409509651483
Cinnamomum verum,Benzyl acetate,12,0.1275000166666667,0.16287891459051212
Cinnamomum verum,Beta-Elemene,2,0.265,0.021213203435596444
Cinnamomum verum,Beta-Phellandrene,2,0.02,0.0
Cinnamomum verum,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",15,0.11866666666666667,0.05742904524798613
Cinnamomum verum,Camphene,15,0.24533333333333335,0.22928044794426716
Cinnamomum verum,Camphor,15,0.12933334666666668,0.1949163339926751
Cinnamomum verum,Carvacrol,12,0.10000000000000002,0.0
Cinnamomum verum,Caryophyllene,15,1.1700000000000002,0.685690475777102
Cinnamomum verum,Cinnamaldehyde,14,0.2935714285714286,0.3837789256020499
Cinnamomum verum,Cinnamyl acetate,2,1.61,1.244507934888324
Cinnamomum verum,Cinnamyl alcohol,2,0.01000005,0.014142064913052832
Cinnamomum verum,Citronellal,3,0.16,0.2007485989988473
Cinnamomum verum,Cuminaldehyde,2,0.02,0.0
Cinnamomum verum,Estragole,3,0.09000000000000001,0.08888194417315588
Cinnamomum verum,Eucalyptol,15,0.20400000000000001,0.11642287453196522
Cinnamomum verum,Eugenol,15,79.93,8.663112274795601
Cinnamomum verum,Eugenol acetate,15,5.17,7.137222348865338
Cinnamomum verum,Geranyl benzoate,1,0.05,
Cinnamomum verum,Humulene,14,0.41428572142857145,0.5129059573634351
Cinnamomum verum,Humulene epoxide,1,0.05,
Cinnamomum verum,Isoeugenyl methyl ether,2,0.01000005,0.014142064913052832
Cinnamomum verum,"Linalool, (+/-)-",15,2.322666666666667,1.9349103584502552
Cinnamomum verum,Linalyl acetate,2,0.26000005,0.3676954555063266
Cinnamomum verum,Methyl Salicylate,12,0.16750004166666665,0.36274519387832116
Cinnamomum verum,Methyl cinnamate,2,0.02,0.0
Cinnamomum verum,Methylisoeugenol,2,0.02,0.0
Cinnamomum verum,Myrcene,15,0.17133334,0.11963435336374989
Cinnamomum verum,Nerol,3,0.10000000000000002,0.13856406460551018
Cinnamomum verum,Octanal,2,0.01000005,0.014142064913052832
Cinnamomum verum,Phenethyl anthranilate,1,0.02,
Cinnamomum verum,Phenethyl benzoate,2,0.05,0.042426406871192854
Cinnamomum verum,Phenethyl decanoate,1,0.03,
Cinnamomum verum,Phenylethyl Alcohol,3,0.013333366666666666,0.011546947648765597
Cinnamomum verum,Piperitone,3,1.1133333666666667,1.9024282435876534
Cinnamomum verum,Sabinene,15,0.06000003333333334,0.06546533433812418
Cinnamomum verum,Safrole,3,0.09000000000000001,0.08888194417315588
Cinnamomum verum,Spathulenol,13,0.10076923076923078,0.002773500981126145
Cinnamomum verum,Terpinolene,15,0.13933333333333334,0.09772166499565903
Cinnamomum verum,Thymol,12,0.10000000000000002,0.0
Cinnamomum verum,alpha-Cadinol,13,0.09307693076923076,0.031460165900107834
Cinnamomum verum,alpha-Copaene,12,0.11833333333333333,0.06350852961085883
Cinnamomum verum,alpha-Hexylcinnamaldehyde,1,0.33,
Cinnamomum verum,alpha-PHELLANDRENE,15,2.1580000000000004,1.5385484810598038
Cinnamomum verum,alpha-PINENE,17,0.31058824117647055,0.31820728852524544
Cinnamomum verum,alpha-Selinene,1,0.1,
Cinnamomum verum,alpha-Terpinene,15,0.05200006666666667,0.13670612275974467
Cinnamomum verum,beta-CARYOPHYLLENE OXIDE,15,0.41000000000000003,0.3135283081318176
Cinnamomum verum,beta-Farnesene,1,0.18,
Cinnamomum verum,"beta-OCIMENE, (3E)-",15,0.08066668,0.038631316928371545
Cinnamomum verum,"beta-Ocimene, (3Z)-",14,0.1121428642857143,0.07495418696015492
Cinnamomum verum,beta-Selinene,2,0.02,0.0
Cinnamomum verum,cis-Cinnamaldehyde,15,0.2720000066666666,0.26854634417811246
Cinnamomum verum,epi-Cubenol,24,0.08458335,0.038783549665278576
Cinnamomum verum,gamma-Cadinene,2,0.065,0.021213203435596427
Cinnamomum verum,gamma-Terpinene,15,0.15466668,0.1656962089976464
Cinnamomum verum,o-Cymene,12,0.8308333333333332,0.6593999797795973
Cinnamomum verum,p-CYMENE,3,0.31333333333333335,0.17243356208503416
Cinnamomum verum,tau-Cadinol,13,0.09846153846153846,0.02192645048267573
Cinnamomum verum,"trans,trans-Farnesol",2,0.02,0.0
Cinnamomum verum,trans-Calamenene,12,0.05000005,0.05222324456341256
Cinnamomum verum,trans-Nerolidol,1,0.02,
Citrus aurantium,(+)-3-Carene,1,1e-07,
Citrus aurantium,(+)-delta-Cadinene,1,0.9,
Citrus aurantium,(-)-beta-Chamigrene,1,1.8,
Citrus aurantium,(-)-beta-Pinene,2,0.245,0.07778174593052022
Citrus aurantium,(-)-cis-Carveol,1,0.2,
Citrus aurantium,(-)-trans-Carveol,1,1e-07,
Citrus aurantium,"(R,R)-1-isopropyl-4-methyl-3-(prop-1-en-2-yl)-4-vinylcyclohexene",1,1e-07,
Citrus aurantium,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",2,0.01000005,0.014142064913052832
Citrus aurantium,1-Methyl-4-(prop-1-en-2-yl)benzene,1,1e-07,
Citrus aurantium,1-Octanol,1,1e-07,
Citrus aurantium,"2,4-Decadienal",1,1e-07,
Citrus aurantium,2-(4-Methylphenyl)propan-2-ol,1,1e-07,
Citrus aurantium,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, (2R,5R)-rel-",1,1e-07,
Citrus aurantium,2-Hexenal,1,1e-07,
Citrus aurantium,2-Methoxy-4-vinylphenol,1,0.4,
Citrus aurantium,2-Tetradecenal,1,1e-07,
Citrus aurantium,2-Undecenal,1,1e-07,
Citrus aurantium,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",2,1e-07,0.0
Citrus aurantium,"3,6-Bis(methylene)octahydro-1-benzofuran",1,1e-07,
Citrus aurantium,"4-Terpineol, (+/-)-",2,0.20000005,0.2828426417639409
Citrus aurantium,"7-Endo-ethenyl-bicyclo[4,2,0]-oct-1-ene",1,1e-07,
Citrus aurantium,Acetaldehyde,1,1e-07,
Citrus aurantium,Alpha-Farnesene,1,1e-07,
Citrus aurantium,Alpha-Terpineol,2,0.35000004999999995,0.49497467611990514
Citrus aurantium,Aromadendrene,2,1e-07,0.0
Citrus aurantium,Beta-Elemene,2,1e-07,0.0
Citrus aurantium,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",1,1.6,
Citrus aurantium,Butyl butyrate,1,1e-07,
Citrus aurantium,"Carvone, (-)-",1,0.3,
Citrus aurantium,Caryophyllene,2,1e-07,0.0
Citrus aurantium,Citral,2,0.195,0.14849242404917498
Citrus aurantium,Citronellal,1,1e-07,
Citrus aurantium,Cosmene,1,1e-07,
Citrus aurantium,Damascenone,1,1e-07,
Citrus aurantium,Decanal,2,0.365,0.19091883092036782
Citrus aurantium,Dihydrocarvone,1,1e-07,
Citrus aurantium,Dodecanal,2,0.020000050000000002,0.028284200536783783
Citrus aurantium,Eremophilene,1,0.7,
Citrus aurantium,Ethanol,1,1e-07,
Citrus aurantium,Ethyl 3-hydroxyhexanoate,1,1e-07,
Citrus aurantium,Ethyl Acetate,1,1e-07,
Citrus aurantium,Ethyl butyrate,1,1e-07,
Citrus aurantium,Ethyl hexanoate,1,0.5,
Citrus aurantium,Ethyl isobutyrate,1,1e-07,
Citrus aurantium,Ethyl propionate,1,1e-07,
Citrus aurantium,Geranyl acetate,2,1e-07,0.0
Citrus aurantium,Heptanal,1,1e-07,
Citrus aurantium,Hexadecanal,1,1e-07,
Citrus aurantium,Hexanal,1,1e-07,
Citrus aurantium,Humulene,1,1e-07,
Citrus aurantium,Isopiperitenone,1,1e-07,
Citrus aurantium,"Limonene, (+)-",1,52.2,
Citrus aurantium,"Limonene, (-)-",1,86.87,
Citrus aurantium,"Linalool, (+/-)-",2,0.73,0.8061017305526642
Citrus aurantium,Linalyl acetate,1,1e-07,
Citrus aurantium,Methyl acetate,1,1e-07,
Citrus aurantium,Myrcene,2,4.795,5.7912045379178245
Citrus aurantium,Neral,2,0.025000050000000003,0.03535526834864926
Citrus aurantium,Neryl acetate,1,1e-07,
Citrus aurantium,Nonanal,1,0.8,
Citrus aurantium,Nootkatone,1,1.1,
Citrus aurantium,Octanal,2,0.325,0.10606601717798214
Citrus aurantium,Perillaldehyde,2,0.01000005,0.014142064913052832
Citrus aurantium,Sabinene,1,0.3,
Citrus aurantium,"Selina-4(15),7(11)-diene",1,1e-07,
Citrus aurantium,Terpinolene,2,0.65000005,0.9192387448318338
Citrus aurantium,Thymol,1,1e-07,
Citrus aurantium,Undecanal,1,1e-07,
Citrus aurantium,Valencene,1,32.4,
Citrus aurantium,alpha-Copaene,1,0.5,
Citrus aurantium,alpha-PHELLANDRENE,2,0.06500005,0.09192381084357307
Citrus aurantium,alpha-PINENE,2,0.485,0.021213203435596444
Citrus aurantium,alpha-Sinensal,1,1e-07,
Citrus aurantium,"beta-CITRONELLOL, (+/-)-",1,1e-07,
Citrus aurantium,"beta-OCIMENE, (3E)-",2,0.01500005,0.02121313272491831
Citrus aurantium,beta-Selinene,1,1e-07,
Citrus aurantium,beta-Sinensal,1,1e-07,
Citrus aurantium,gamma-Terpinene,1,0.4,
Citrus aurantium,p-Menth-3-en-1-ol,1,1e-07,
Citrus aurantium,trans-beta-Terpineol,1,1e-07,
Citrus limon,(+)-3-Carene,2,0.00500005,0.007070997101187357
Citrus limon,(-)-beta-Pinene,2,6.05,8.414570696119917
Citrus limon,(-)-cis-Carveol,1,0.1,
Citrus limon,(-)-trans-Carveol,1,0.2,
Citrus limon,"(2S,4R)-4-methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran",2,0.00500005,0.007070997101187357
Citrus limon,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",2,0.50000005,0.7071067104758694
Citrus limon,1-Methyl-4-(prop-1-en-2-yl)benzene,2,0.35,0.21213203435596428
Citrus limon,1-Octanol,1,0.3,
Citrus limon,2-(4-Methylphenyl)propan-2-ol,2,0.75000005,1.0606601010691432
Citrus limon,"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethenyl)-, trans-",1,0.1,
Citrus limon,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",1,0.3,
Citrus limon,"4-Terpineol, (+/-)-",2,0.55,0.3535533905932738
Citrus limon,6-Methyl-5-hepten-2-one,2,1.605,2.2556706319850868
Citrus limon,Alpha-Terpineol,2,1.55,2.0506096654409878
Citrus limon,Beta-Phellandrene,2,0.17500005,0.2474873027046135
Citrus limon,Camphene,3,0.3333333666666667,0.4163331598611902
Citrus limon,Citral,2,7.8,10.465180361560902
Citrus limon,Citronellal,2,0.08,0.02828427124746191
Citrus limon,Decanal,1,0.1,
Citrus limon,Fenchone,2,1.25000005,1.7677668822556907
Citrus limon,Geraniol,2,1.50000005,2.121320272848964
Citrus limon,"Limonene, (-)-",3,60.666666666666664,27.831157599592103
Citrus limon,"Linalool, (+/-)-",3,3.066666666666667,4.282911782109612
Citrus limon,"Linalool, oxide",2,2.35,0.7778174593052023
Citrus limon,Myrcene,3,1.3333333333333333,0.2309401076758504
Citrus limon,Neral,2,11.1,1.272792206135786
Citrus limon,Nerol,2,1.76,2.4607315985291853
Citrus limon,"P-Mentha-2,8-dien-1-ol",1,0.1,
Citrus limon,Sabinene,2,0.16000005,0.2262740992690171
Citrus limon,Terpinolene,2,1.1300000000000001,1.3717871555019021
Citrus limon,alpha-Fenchene,2,0.025000050000000003,0.03535526834864926
Citrus limon,alpha-PHELLANDRENE,2,1e-07,0.0
Citrus limon,alpha-PINENE,3,0.5533333333333333,0.48839874419712975
Citrus limon,alpha-Terpinene,2,1e-07,0.0
Citrus limon,"beta-CITRONELLOL, (+/-)-",2,1.075,0.4596194077712558
Citrus limon,"beta-OCIMENE, (3E)-",2,0.22499999999999998,0.10606601717798211
Citrus limon,"beta-Ocimene, (3Z)-",2,0.15000000000000002,0.07071067811865477
Citrus limon,beta-Terpineol,2,0.1,0.0
Citrus limon,gamma-Terpinene,2,0.8,0.42426406871192857
Citrus limon,gamma-Terpineol,2,0.15000005,0.21213196364528614
Citrus limon,p-CYMENE,3,0.10000003333333334,0.09999995000000417
Citrus limon,trans-3-Hexenyl acetate,2,1e-07,0.0
Coriandrum sativum,(+)-3-Carene,1,1e-07,
Coriandrum sativum,(-)-beta-Pinene,1,1e-07,
Coriandrum sativum,(-)-cis-Carveol,1,0.18,
Coriandrum sativum,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",1,1e-07,
Coriandrum sativum,"(2S,4R)-4-methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran",1,1e-07,
Coriandrum sativum,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",1,1e-07,
Coriandrum sativum,(Z)-p-Menth-2-en-1-ol,1,1e-07,
Coriandrum sativum,"(e,z)-1,4-decadienal",1,0.11,
Coriandrum sativum,"1,2,4-Trimethylbenzene",1,0.46,
Coriandrum sativum,"1,2-Diethylbenzene",1,1e-07,
Coriandrum sativum,"1,3,5-Triethylbenzene",1,1e-07,
Coriandrum sativum,"1,4-Diethylbenzene",1,1e-07,
Coriandrum sativum,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",2,0.05500005,0.07778167521984211
Coriandrum sativum,1-Butanol,1,1e-07,
Coriandrum sativum,1-Decanol,14,29.757857142857144,10.78276843185205
Coriandrum sativum,1-Decen-3-ol,1,0.05,
Coriandrum sativum,1-Heptanol,1,1e-07,
Coriandrum sativum,1-Hexanol,1,1e-07,
Coriandrum sativum,1-Hexen-3-OL,1,1e-07,
Coriandrum sativum,1-Nonen-3-ol,1,1e-07,
Coriandrum sativum,1-Octanol,2,0.050000050000000004,0.07071060740797663
Coriandrum sativum,1-Octen-3-yl acetate,1,0.12,
Coriandrum sativum,1-Pentadecanol,1,0.26,
Coriandrum sativum,1-Pentanol,1,1e-07,
Coriandrum sativum,1-Tetradecanol,1,6.09,
Coriandrum sativum,1-Tridecanol,13,0.3861538461538461,0.3677530525941392
Coriandrum sativum,1-Undecanol,14,0.5857142928571429,0.5565237392130663
Coriandrum sativum,10-Undecenal,1,0.19,
Coriandrum sativum,11-methyl 2-dodecenal,1,0.02,
Coriandrum sativum,12-methyl-2-tridecenal,1,1e-07,
Coriandrum sativum,"2,4-Decadienal",1,1e-07,
Coriandrum sativum,"2,4-Heptadienal",1,0.15,
Coriandrum sativum,"2,4-Hexadienal",1,0.11,
Coriandrum sativum,2-(4-Methylphenyl)propan-2-ol,1,1e-07,
Coriandrum sativum,"2-Butene-1,4-diol",1,1e-07,
Coriandrum sativum,2-Carene,1,1e-07,
Coriandrum sativum,2-Decanol,1,1e-07,
Coriandrum sativum,2-Decen-1-ol,13,16.186923076923076,6.229308929856485
Coriandrum sativum,"2-Decen-1-ol, (Z)-",1,0.03,
Coriandrum sativum,2-Decenal,14,1.8407142857142857,4.677819124147679
Coriandrum sativum,2-Dodecenal,14,7.039285714285714,1.542163636362459
Coriandrum sativum,2-Ethylphenol,1,1e-07,
Coriandrum sativum,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, (2R,5R)-rel-",1,1e-07,
Coriandrum sativum,2-Hexadecenal,13,0.58,0.4131989028704376
Coriandrum sativum,2-Hexanol,1,1e-07,
Coriandrum sativum,2-Hexen-1-OL,1,1e-07,
Coriandrum sativum,2-Hexenal,12,0.6841666750000001,0.7866783754168445
Coriandrum sativum,2-Hexylfuran,1,0.03,
Coriandrum sativum,2-Methyloctan-1-ol,1,1e-07,
Coriandrum sativum,2-Methylundec-10-enal,1,0.02,
Coriandrum sativum,2-Methylundecanal,1,4.03,
Coriandrum sativum,2-Nonanol,1,0.1,
Coriandrum sativum,2-Nonanone,1,0.12,
Coriandrum sativum,2-Nonenal,13,0.09846155384615386,0.05997860131235161
Coriandrum sativum,2-Octanol,1,0.1,
Coriandrum sativum,2-Octylfuran,1,1e-07,
Coriandrum sativum,2-Pentadecenal,13,1.2284615384615385,0.7580990057796559
Coriandrum sativum,2-Pentanol,1,1e-07,
Coriandrum sativum,2-Tetradecenal,13,8.409230769230769,3.3424453661415354
Coriandrum sativum,2-Tridecenal,14,0.8771428571428571,0.2759439344233805
Coriandrum sativum,2-Undecenal,13,2.578461538461539,1.3287515829645395
Coriandrum sativum,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",1,1e-07,
Coriandrum sativum,"3,5,5-Trimethylhexanal",1,1e-07,
Coriandrum sativum,"3,7-Dimethyloct-6-en-1-yn-3-ol",1,1e-07,
Coriandrum sativum,"3,7-Dimethyloctan-3-ol",1,1e-07,
Coriandrum sativum,3-Buten-1-ol,1,1e-07,
Coriandrum sativum,3-Decanone,1,1.48,
Coriandrum sativum,3-Dodecanone,1,0.57,
Coriandrum sativum,3-Methyl-2-butenal,1,0.11,
Coriandrum sativum,3-Methyl-2-pentanol,1,1e-07,
Coriandrum sativum,3-Octenal,1,1e-07,
Coriandrum sativum,3-Octyl acetate,1,0.14,
Coriandrum sativum,4-Heptanol,1,1e-07,
Coriandrum sativum,4-Methyl-2-pentanol,1,1e-07,
Coriandrum sativum,"4-Terpineol, (+/-)-",2,1e-07,0.0
Coriandrum sativum,5-Decanol,1,1e-07,
Coriandrum sativum,5-Isopropylbicyclo[3.1.0]hexan-2-one,1,1e-07,
Coriandrum sativum,6-Epi-beta-bisabolol,1,1e-07,
Coriandrum sativum,9-Decen-1-OL,1,11.66,
Coriandrum sativum,9-Methyldec-2-enal,1,0.01,
Coriandrum sativum,Alpha-Terpineol,2,1e-07,0.0
Coriandrum sativum,Anethole,1,1e-07,
Coriandrum sativum,Beta-Phellandrene,1,1e-07,
Coriandrum sativum,Bornyl acetate,1,0.23,
Coriandrum sativum,Camphene,2,1e-07,0.0
Coriandrum sativum,Camphor,1,1e-07,
Coriandrum sativum,Carvacrol,1,1e-07,
Coriandrum sativum,"Carvone, (-)-",1,0.23,
Coriandrum sativum,Caryophyllene,1,1e-07,
Coriandrum sativum,Cetyl Alcohol,1,0.26,
Coriandrum sativum,Citral,1,1e-07,
Coriandrum sativum,Cyclooctanol,1,1e-07,
Coriandrum sativum,Decanal,14,6.805,3.990081452802687
Coriandrum sativum,Decane,1,1e-07,
Coriandrum sativum,Diethyl disulfide,1,0.22,
Coriandrum sativum,Dodec-4-en-1-al,1,0.16,
Coriandrum sativum,Dodecanal,14,2.692142857142857,2.0450735498205987
Coriandrum sativum,E-2-Tetradecen-1-ol,13,1.6969230769230768,1.5766916027734814
Coriandrum sativum,Eucalyptol,1,0.1,
Coriandrum sativum,Furfural,1,0.06,
Coriandrum sativum,Geraniol,2,1e-07,0.0
Coriandrum sativum,Geranyl acetate,1,1e-07,
Coriandrum sativum,Heptanal,1,0.49,
Coriandrum sativum,Hexadecanal,1,0.09,
Coriandrum sativum,Hexanal,1,0.04,
Coriandrum sativum,Humulene,1,0.16,
Coriandrum sativum,Isoamyl alcohol,1,1e-07,
Coriandrum sativum,Isodecenal,1,1e-07,
Coriandrum sativum,Lauryl Alcohol,14,0.6792857214285714,0.44632626228645134
Coriandrum sativum,Lavandulol,1,1e-07,
Coriandrum sativum,"Limonene, (-)-",1,0.54,
Coriandrum sativum,"Linalool, (+/-)-",2,0.11000005,0.15556342115036234
Coriandrum sativum,Linalyl acetate,1,1e-07,
Coriandrum sativum,Methyl cinnamate,1,0.34,
Coriandrum sativum,Methyleugenol,1,1e-07,
Coriandrum sativum,Myrcene,1,0.1,
Coriandrum sativum,Myrtenol,1,1e-07,
Coriandrum sativum,Neral,1,1e-07,
Coriandrum sativum,Nerol,2,1e-07,0.0
Coriandrum sativum,Neryl acetate,1,1e-07,
Coriandrum sativum,Nonan-1-ol,2,0.23500005,0.3323401164469992
Coriandrum sativum,Nonanal,14,0.2814285714285714,0.2644255644238641
Coriandrum sativum,Nonane,13,0.19615384615384615,0.14869086844515486
Coriandrum sativum,Octadecanal,1,0.14,
Coriandrum sativum,Octanal,14,0.3692857142857143,0.43577454096063317
Coriandrum sativum,Pentadecanal,13,0.2353846153846154,0.10936295721246939
Coriandrum sativum,Pentadecane,12,0.24750000000000003,0.14454473984957672
Coriandrum sativum,Phenylacetaldehyde,1,0.03,
Coriandrum sativum,Phenylethyl Alcohol,1,1e-07,
Coriandrum sativum,Sabinene,2,1e-07,0.0
Coriandrum sativum,Terpinolene,1,1e-07,
Coriandrum sativum,Tetradec-13-enal,1,0.06,
Coriandrum sativum,Tetradecanal,2,2.0300000000000002,0.8909545442950499
Coriandrum sativum,Thymol,1,1e-07,
Coriandrum sativum,Tiglic aldehyde,1,9.48,
Coriandrum sativum,Tridec-12-enal,1,0.03,
Coriandrum sativum,Tridecanal,1,0.51,
Coriandrum sativum,Undecanal,14,0.8950000000000001,0.5211193573600817
Coriandrum sativum,Undecane,13,0.09000000769230769,0.06403123066130127
Coriandrum sativum,alpha-Cadinol,1,1e-07,
Coriandrum sativum,alpha-PHELLANDRENE,1,1e-07,
Coriandrum sativum,alpha-PINENE,2,0.050000050000000004,0.07071060740797663
Coriandrum sativum,alpha-Terpinyl acetate,1,0.24,
Coriandrum sativum,beta-Bisabolene,1,0.64,
Coriandrum sativum,"beta-CITRONELLOL, (+/-)-",1,1e-07,
Coriandrum sativum,beta-Cubebene,1,0.1,
Coriandrum sativum,beta-EUDESMOL,1,1e-07,
Coriandrum sativum,beta-Gurjunene,1,1e-07,
Coriandrum sativum,beta-Humulene,1,1e-07,
Coriandrum sativum,beta-Terpineol,1,1e-07,
Coriandrum sativum,"cis,cis-Farnesol",1,0.12,
