Plant name,chem_final,n_samples,pct_mean,pct_std
Santalum album,trans-Nerolidol,1,0.1,
Santalum album,trans-alpha-Bergamotol,1,6.4,
Santalum album,trans-beta-Bergamotene,1,0.1,
Santalum album,trans-beta-Santalol,1,1.5,
Santalum album,trans-α-Santalol,1,0.4,
Syzygium aromaticum,(+)-delta-Cadinene,2,0.21000000000000002,0.014142135623730954
Syzygium aromaticum,(-)-Alloaromadendrene,1,0.3,
Syzygium aromaticum,(-)-alpha-Copaene,1,0.3,
Syzygium aromaticum,(-)-beta-Pinene,1,0.04,
Syzygium aromaticum,(E)-alpha-bergamotene,1,1.3,
Syzygium aromaticum,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",1,0.1,
Syzygium aromaticum,2-Heptanone,1,0.02,
Syzygium aromaticum,2-Nonanone,1,0.04,
Syzygium aromaticum,3'-Methylacetophenone,1,0.05,
Syzygium aromaticum,3-(4-Hydroxy-2-methoxyphenyl)-2-propenal,1,0.11,
Syzygium aromaticum,4-Allylphenol,2,0.14,0.12727922061357858
Syzygium aromaticum,Anethole,1,0.05,
Syzygium aromaticum,Benzyl acetate,1,0.04,
Syzygium aromaticum,Butyl benzoate,1,1.3,
Syzygium aromaticum,Calamenene,1,0.1,
Syzygium aromaticum,"Carvone, (-)-",1,0.1,
Syzygium aromaticum,Caryophyllene,2,16.05,4.879036790187177
Syzygium aromaticum,Ethyl benzoate,1,0.02,
Syzygium aromaticum,Eugenol,2,69.45,0.7778174593051983
Syzygium aromaticum,Eugenol acetate,2,7.25,7.28319984622144
Syzygium aromaticum,Furfural,1,0.04,
Syzygium aromaticum,Glycol Dimethacrylate,1,2.05,
Syzygium aromaticum,Heptadecane,1,1e-07,
Syzygium aromaticum,Humulene,2,1.85,0.07071067811865459
Syzygium aromaticum,Humulene epoxide I,1,1e-07,
Syzygium aromaticum,Humulene epoxide II,1,0.1,
Syzygium aromaticum,Isoeugenol,1,0.8,
Syzygium aromaticum,Isopropyl Myristate,1,1e-07,
Syzygium aromaticum,"Limonene, (-)-",1,0.02,
Syzygium aromaticum,"Linalool, (+/-)-",2,0.055,0.06363961030678929
Syzygium aromaticum,Linalyl acetate,1,0.05,
Syzygium aromaticum,Methyl Salicylate,2,0.25,0.07071067811865474
Syzygium aromaticum,Methyl benzoate,1,1e-07,
Syzygium aromaticum,Methyleugenol,1,1e-07,
Syzygium aromaticum,Myristic Acid,1,1e-07,
Syzygium aromaticum,Nerol,1,0.05,
Syzygium aromaticum,Octane,1,1e-07,
Syzygium aromaticum,"Octanoic acid, phenylmethyl ester",1,1e-07,
Syzygium aromaticum,Oleic Acid,1,1e-07,
Syzygium aromaticum,T-Muurolol,1,1e-07,
Syzygium aromaticum,Vanillin,2,0.11000000000000001,0.08485281374238571
Syzygium aromaticum,Ylangene,1,1e-07,
Syzygium aromaticum,Zizanene,1,0.1,
Syzygium aromaticum,alpha-Cadinol,1,0.1,
Syzygium aromaticum,alpha-Copaene,1,0.1,
Syzygium aromaticum,alpha-Cubebene,1,1e-07,
Syzygium aromaticum,alpha-PINENE,2,0.01000005,0.014142064913052832
Syzygium aromaticum,alpha-Selinene,1,0.1,
Syzygium aromaticum,beta-CARYOPHYLLENE OXIDE,2,0.385,0.021213203435596444
Syzygium aromaticum,"beta-OCIMENE, (3E)-",1,1e-07,
Syzygium aromaticum,epi-Cubenol,1,1e-07,
Syzygium aromaticum,gamma-Cadinene,1,0.8,
Syzygium aromaticum,p-CYMENE,1,0.02,
Syzygium aromaticum,tau-Cadinol,2,0.050000050000000004,0.07071060740797663
Syzygium aromaticum,"trans,trans-Farnesol",1,0.13,
Syzygium aromaticum,trans-Nerolidol,1,0.1,
Thymus vulgaris,(+)-delta-Cadinene,1,0.76,
Thymus vulgaris,(-)-beta-Pinene,1,0.1,
Thymus vulgaris,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",1,0.17,
Thymus vulgaris,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",1,0.25,
Thymus vulgaris,1-Octen-3-OL,1,0.06,
Thymus vulgaris,2-(4-Methylphenyl)propan-2-ol,1,0.49,
Thymus vulgaris,2-Isopropyl-5-methylanisole,1,3.96,
Thymus vulgaris,"4-Terpineol, (+/-)-",1,0.15,
Thymus vulgaris,Alpha-Terpineol,1,0.06,
Thymus vulgaris,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",1,0.37,
Thymus vulgaris,Camphene,1,0.05,
Thymus vulgaris,Camphor,1,0.07,
Thymus vulgaris,Carvacrol,1,0.93,
Thymus vulgaris,Carvacrol methyl ether,1,3.35,
Thymus vulgaris,Caryophyllene,1,2.31,
Thymus vulgaris,Eucalyptol,1,1e-07,
Thymus vulgaris,Humulene,1,0.09,
Thymus vulgaris,Isoborneol,1,0.1,
Thymus vulgaris,"Limonene, (-)-",1,1e-07,
Thymus vulgaris,"Linalool, (+/-)-",1,0.59,
Thymus vulgaris,Myrcene,1,0.89,
Thymus vulgaris,Sabinene,1,0.66,
Thymus vulgaris,Terpinolene,1,0.07,
Thymus vulgaris,Thymol,1,61.63,
Thymus vulgaris,Thymol acetate,1,0.08,
Thymus vulgaris,alpha-Cadinol,1,0.06,
Thymus vulgaris,alpha-Muurolene,1,0.23,
Thymus vulgaris,alpha-PHELLANDRENE,1,0.1,
Thymus vulgaris,alpha-PINENE,1,0.26,
Thymus vulgaris,alpha-Terpinene,1,0.83,
Thymus vulgaris,beta-CARYOPHYLLENE OXIDE,1,0.28,
Thymus vulgaris,beta-EUDESMOL,1,0.16,
Thymus vulgaris,gamma-Cadinene,1,0.08,
Thymus vulgaris,gamma-Terpinene,1,7.47,
Thymus vulgaris,p-CYMENE,1,11.28,
Thymus vulgaris,trans-Sabinene hydrate,1,0.24,
Thymus vulgaris,δ-carene,1,0.05,
Zingiber officinale,(+)-3-Carene,1,0.03,
Zingiber officinale,(+)-Longifolene,2,0.09000005,0.12727914990290043
Zingiber officinale,(+)-alpha-Funebrene,2,5.1750000499999995,7.3185551145700884
Zingiber officinale,(+)-delta-Cadinene,3,0.9233333333333333,1.111590452160027
Zingiber officinale,(-)-beta-Pinene,22,1.556363640909091,0.8636442383637344
Zingiber officinale,(-)-beta-Sesquiphellandrene,88,4.889431820454546,2.6338697321471893
Zingiber officinale,(-)-cis-Carveol,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,"(1R,4R,4aR,6S,8aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,5,6,7,8,8a-octahydro-2H-naphthalen-1-ol",2,0.2,0.0
Zingiber officinale,"(1S,2R,5R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hexan-2-ol",1,0.01,
Zingiber officinale,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane",5,0.144,0.06426507605223851
Zingiber officinale,"(1S,2S,3R,4S,6R,7R,8S)-1,2-Dimethyl-8-propan-2-yltetracyclo[4.4.0.02,4.03,7]decane",3,0.08333336666666667,0.07234172378374276
Zingiber officinale,"(2Z,6E)-Farnesol",4,0.400000025,0.36514833515527517
Zingiber officinale,(E)-alpha-bergamotene,5,0.914,0.74463413835252
Zingiber officinale,"(E,Z)-farnesol",2,0.7999999999999999,0.8485281374238569
Zingiber officinale,(R)-4-Isopropylcyclohex-2-enone,2,0.075,0.06363961030678927
Zingiber officinale,"(R,R)-1-isopropyl-4-methyl-3-(prop-1-en-2-yl)-4-vinylcyclohexene",7,0.47285715714285714,0.58897407449613
Zingiber officinale,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",9,1.5922222222222222,0.8241932082008712
Zingiber officinale,(Z)-lanceol,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,(Z)-p-Menth-2-en-1-ol,1,0.01,
Zingiber officinale,"1,4-Cineole",2,0.15000005,0.21213196364528614
Zingiber officinale,"1,4-Dimethyl-7-(1-methylethenyl)-octahydroazulene",1,0.11,
Zingiber officinale,"1,6-Germacradien-5-ol",2,0.035000050000000005,0.04949740397238021
Zingiber officinale,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",10,1.0900000200000002,1.4632156203224316
Zingiber officinale,1-Heptanol,2,0.10000005000000001,0.14142128552663139
Zingiber officinale,1-Hexanol,4,0.075000025,0.04999995
Zingiber officinale,1-Hydroxydecan-3-one,2,0.23000005,0.3252690486351338
Zingiber officinale,1-Octanol,1,0.01,
Zingiber officinale,1-endo-Bourbonanol,2,0.01500005,0.02121313272491831
Zingiber officinale,10-epi-gamma-Eudesmol,1,0.06,
Zingiber officinale,"2,5-Dimethylbenzoic acid",2,0.10000005000000001,0.14142128552663139
Zingiber officinale,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, (2R,5R)-rel-",2,0.35000004999999995,0.49497467611990514
Zingiber officinale,2-Heptanol,4,0.175000025,0.16360518023584247
Zingiber officinale,2-Heptanone,9,0.06888891111111112,0.0451232497352375
Zingiber officinale,2-Hexanone,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,2-Hexenal,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,2-Methyl-3-buten-2-OL,1,0.01,
Zingiber officinale,2-Octenal,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,2-Undecanol,2,0.095,0.03535533905932737
Zingiber officinale,2-Undecanone,7,0.5071428571428571,0.7276380575926075
Zingiber officinale,"2-[(2R,5S)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",2,0.45000005,0.6363960323572146
Zingiber officinale,"3,6-Octadienal, 3,7-dimethyl-",2,0.66,0.18384776310850237
Zingiber officinale,"3,7(11)-Eudesmadiene",2,0.10000005000000001,0.14142128552663139
Zingiber officinale,3-Buten-2-OL,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,3-Methyl-2-pentanol,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,3-Methyl-3-(4-methylpent-3-en-1-yl)oxirane-2-carbaldehyde,2,0.18000005,0.254558370516479
Zingiber officinale,4-Methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-ol,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,"4-Terpineol, (+/-)-",7,0.4614285714285714,0.6578355562354615
Zingiber officinale,6-Epi-beta-bisabolol,4,0.375,0.09574271077563384
Zingiber officinale,6-Methyl-5-hepten-2-one,5,1.39800002,2.25147061497591
Zingiber officinale,7-Epi-sesquithujene,2,1.1800000499999999,1.6687719328895738
Zingiber officinale,"7-Oxabicyclo[4.1.0]heptan-2-one, 1-methyl-4-(1-methylethenyl)-, (1R,4R,6R)-",2,0.5,0.14142135623730948
Zingiber officinale,Agarospirol,1,0.11,
Zingiber officinale,Alpha-Farnesene,69,1.0966666782608696,1.2247204457648733
Zingiber officinale,Alpha-Terpineol,11,0.7872727272727272,0.5614996154778898
Zingiber officinale,Ar-Curcumene,88,2.5030682022727273,3.2034662666567337
Zingiber officinale,Aromadendrene,1,0.11,
Zingiber officinale,Beta-Elemene,7,0.5214285857142856,0.5564898336897103
Zingiber officinale,Beta-Phellandrene,26,4.176153861538461,2.8123684825690414
Zingiber officinale,"Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-",3,0.11666670000000001,0.1934769279957432
Zingiber officinale,"Borneol, (-)-",1,2.04,
Zingiber officinale,Bornyl acetate,7,0.17571430000000002,0.14965036664872114
Zingiber officinale,Camphene,88,6.301590910227273,4.059751671263469
Zingiber officinale,Camphene hydrate,1,0.08,
Zingiber officinale,Camphor,5,0.19000002,0.12449895782697137
Zingiber officinale,"Carane, 4,5-epoxy-, trans",2,0.050000050000000004,0.07071060740797663
Zingiber officinale,Carveol,2,0.1,0.0
Zingiber officinale,Caryophyllene,7,0.83,0.9676259607927022
Zingiber officinale,Cedr-8-en-13-ol,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,Cedrol,4,0.85,0.33166247903554
Zingiber officinale,Cinnamaldehyde,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,Citral,88,6.1780681954545456,6.072667762680816
Zingiber officinale,Citronellal,22,2.152272731818182,1.4289387659442172
Zingiber officinale,Citronellyl acetate,2,0.21500005,0.3040558451995373
Zingiber officinale,Decanal,3,0.15333333333333332,0.12858201014657272
Zingiber officinale,Dihydrocarveol,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,Docosane,2,0.08500005000000001,0.12020808209103497
Zingiber officinale,Eicosane,2,0.08000005,0.11313701427916949
Zingiber officinale,Elemol,67,2.432089556716418,1.703894407399462
Zingiber officinale,Eucalyptol,84,7.376547620238095,4.7167878815661535
Zingiber officinale,Eudesm-7(11)-en-4-ol,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,Eudesmane,17,0.8429411764705882,0.9479040346066312
Zingiber officinale,Farnesal,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,"Farnesene epoxide, E-",2,0.10000005000000001,0.14142128552663139
Zingiber officinale,Geranic acid,2,0.25000005,0.35355331988259564
Zingiber officinale,Geraniol,71,21.962535211267603,12.143349822411308
Zingiber officinale,Geranyl acetate,10,0.76100001,1.1658516128088041
Zingiber officinale,Geranylgeraniol,2,0.04000005,0.056568471784245684
Zingiber officinale,Geranyllinalool,2,0.020000050000000002,0.028284200536783783
Zingiber officinale,Germacrene B,1,0.43,
Zingiber officinale,Germacrene D-4-ol,2,0.215,0.04949747468305833
Zingiber officinale,Globulol,2,0.08000005,0.11313701427916949
Zingiber officinale,Hedycaryol,2,0.95500005,1.3505738813556276
Zingiber officinale,Heptacosane,2,0.14000005000000001,0.1979898280215552
Zingiber officinale,Heptadecane,2,0.020000050000000002,0.028284200536783783
Zingiber officinale,Heptane,2,0.10000005000000001,0.14142128552663139
Zingiber officinale,Hexanal,11,0.17454546363636364,0.11961299777350513
Zingiber officinale,"Humulane-1,6-dien-3-ol",2,0.01500005,0.02121313272491831
Zingiber officinale,Isoborneol,2,1.67500005,2.368807646264256
Zingiber officinale,"Limonene, (-)-",25,1.8436000000000001,1.1164746601095192
Zingiber officinale,"Limonene-1,2-epoxide",2,0.25000005,0.35355331988259564
Zingiber officinale,"Linalool, (+/-)-",69,1.910724652173913,1.3887767572826917
Zingiber officinale,Linalyl acetate,2,0.30000000000000004,0.14142135623730953
Zingiber officinale,Menthone,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,Myrcene,69,2.1237681217391304,1.2310410383494927
Zingiber officinale,Myrcenol,2,0.25000005,0.35355331988259564
Zingiber officinale,Myrtenal,4,0.21250000000000002,0.27121639576790585
Zingiber officinale,Myrtenol,2,0.10000005000000001,0.14142128552663139
Zingiber officinale,Neral,88,10.6388636375,7.9494829472832915
Zingiber officinale,Nerol,7,0.3228571571428572,0.4509883207230237
Zingiber officinale,Nerolic acid,2,0.20000005,0.2828426417639409
Zingiber officinale,Neryl acetate,62,1.2074193758064518,1.0818062003153432
Zingiber officinale,Nonadecane,2,0.14000005000000001,0.1979898280215552
Zingiber officinale,Nonanal,1,0.01,
Zingiber officinale,O-Xylene,2,0.1,0.0
Zingiber officinale,Octadecane,2,0.025000050000000003,0.03535526834864926
Zingiber officinale,Octanal,1,0.12,
Zingiber officinale,Pentadecane,2,0.17,0.14142135623730953
Zingiber officinale,Pentyl acetate,2,0.1,0.0
Zingiber officinale,Sabinene,11,0.9072727363636364,0.8545418655843402
Zingiber officinale,Terpinolene,5,0.11200004,0.10473771431534583
Zingiber officinale,Tetradecane,2,0.13500005,0.19091876020968973
Zingiber officinale,Tetradecyl acrylate,2,0.025000050000000003,0.03535526834864926
Zingiber officinale,Toluene,2,0.1,0.0
Zingiber officinale,Torreyol,2,0.1,0.0
Zingiber officinale,Tricosane,2,0.035000050000000005,0.04949740397238021
Zingiber officinale,Tricyclene,5,0.054000040000000006,0.0630871983844821
Zingiber officinale,Undecanal,2,0.10000005000000001,0.14142128552663139
Zingiber officinale,Undecane,2,0.30000000000000004,0.1414213562373095
Zingiber officinale,Valencene,1,1.42,
Zingiber officinale,Zingerone,4,3.825000025,6.921644776472328
Zingiber officinale,Zingiberene,88,6.9188636500000005,9.561881379439088
Zingiber officinale,Zingiberenol,5,0.9940000000000001,0.6159383085991649
Zingiber officinale,Zizanene,60,0.47050002,0.4612379045458343
Zingiber officinale,alpha-Copaene,5,0.76,0.8221009670350717
Zingiber officinale,alpha-Eudesmol,3,1.37,1.2452710548310355
Zingiber officinale,alpha-Fenchol,2,0.10000005000000001,0.14142128552663139
Zingiber officinale,alpha-Muurolene,2,1.2,0.0
Zingiber officinale,alpha-PHELLANDRENE,3,0.9700000000000001,0.7332803011127464
Zingiber officinale,alpha-PINENE,88,1.998863643181818,1.697370799731635
Zingiber officinale,alpha-Terpinene,1,0.01,
Zingiber officinale,alpha-Terpinyl acetate,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,alpha-trans-Bergamotyl acetate,2,0.10000005000000001,0.14142128552663139
Zingiber officinale,beta-Bisabolene,82,3.784634148780488,2.1026950299601155
Zingiber officinale,"beta-CITRONELLOL, (+/-)-",9,1.457777788888889,1.73481105830001
Zingiber officinale,beta-Cubebene,2,2.3499999999999996,0.07071067811865465
Zingiber officinale,beta-EUDESMOL,5,0.502,0.47388817246266024
Zingiber officinale,beta-Farnesene,7,4.288571428571428,2.8384704130419056
Zingiber officinale,beta-Farnesol,4,4.775,0.7973915809270453
Zingiber officinale,"beta-OCIMENE, (3E)-",7,2.4299999999999997,2.3799789915039167
Zingiber officinale,"beta-Ocimene, (3Z)-",1,0.01,
Zingiber officinale,beta-Terpineol,4,0.08750005,0.10307758404879631
Zingiber officinale,"cis,cis-Farnesol",4,0.25,0.1914854215512676
Zingiber officinale,cis-Nerolidol,4,0.575,0.4349329450233296
Zingiber officinale,cis-Verbenol,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,curcumenyl acetate,2,0.050000050000000004,0.07071060740797663
Zingiber officinale,epi-Cubenol,2,0.15000000000000002,0.07071067811865475
Zingiber officinale,epi-α-cedrenol,2,0.10000005000000001,0.14142128552663139
Zingiber officinale,"gamma-BISABOLENE, (E)-",1,0.38,
Zingiber officinale,gamma-Cadinene,17,2.855294117647059,1.018252901094927
Zingiber officinale,gamma-Camphorene,2,0.06500005,0.09192381084357307
Zingiber officinale,gamma-EUDESMOL,2,1.25,1.0606601717798212
Zingiber officinale,gamma-Muurolene,2,0.70000005,0.9899494229504884
Zingiber officinale,gamma-Terpinene,5,0.28200002,0.35442909855146204
Zingiber officinale,l-Menthol,2,0.1,0.0
Zingiber officinale,p-CYMENE,24,0.7275000041666666,0.7667733028879784
Zingiber officinale,"trans,trans-Farnesol",4,0.375,0.4272001872658766
Zingiber officinale,trans-Nerolidol,26,0.9823076923076923,0.5887567082747012
Zingiber officinale,trans-Sesquisabinene hydrate,3,0.5666666666666667,0.5686240703077327
Zingiber officinale,trans-alpha-Bergamotol,2,0.2,0.14142135623730948
Zingiber officinale,trans-beta-Bergamotene,2,0.23500005,0.3323401164469992
Zingiber officinale,trans-α-bisabolene oxide,2,0.15000005,0.21213196364528614
Zingiber officinale,β-guiacol,2,0.050000050000000004,0.07071060740797663
